Index,factionsInGame,Factions.1,Factions.2,Factions.3,Factions.4,Factions.5,Factions.6,Factions.7,Factions.8
8564,"Barony of Letnev, L1Z1X Mindnet, Clan of Saar, Keleres ~ Mentak, Nekro Virus, Yssaril Tribes","Barony of Letnev"," L1Z1X Mindnet"," Clan of Saar"," Keleres ~ Mentak"," Nekro Virus"," Yssaril Tribes","",""
8652,"Barony of Letnev, Empyrean, Yin Brotherhood, Mahact Gene-Sorcerers, Mentak Coalition, Yssaril Tribes","Barony of Letnev"," Empyrean"," Yin Brotherhood"," Mahact Gene-Sorcerers"," Mentak Coalition"," Yssaril Tribes","",""
8654,"Mahact Gene-Sorcerers, Argent Flight, Sardakk N'orr, Vuil'raith Cabal, Mentak Coalition, Yssaril Tribes","Mahact Gene-Sorcerers"," Argent Flight"," Sardakk N'orr"," Vuil'raith Cabal"," Mentak Coalition"," Yssaril Tribes","",""
8672,"Emirates of Hacan, Argent Flight, Clan of Saar, L1Z1X Mindnet, Titans of Ul, Yssaril Tribes","Emirates of Hacan"," Argent Flight"," Clan of Saar"," L1Z1X Mindnet"," Titans of Ul"," Yssaril Tribes","",""
8683,"Emirates of Hacan, Keleres ~ Mentak, Clan of Saar, Winnu, Titans of Ul, Yssaril Tribes","Emirates of Hacan"," Keleres ~ Mentak"," Clan of Saar"," Winnu"," Titans of Ul"," Yssaril Tribes","",""
8689,"Ghosts of Creuss, Nekro Virus, Argent Flight, Keleres ~ Mentak, Vuil'raith Cabal, Yssaril Tribes","Ghosts of Creuss"," Nekro Virus"," Argent Flight"," Keleres ~ Mentak"," Vuil'raith Cabal"," Yssaril Tribes","",""
8762,"Nekro Virus, Xxcha Kingdom, Sardakk N'orr, Naalu Collective, Federation of Sol, Yssaril Tribes","Nekro Virus"," Xxcha Kingdom"," Sardakk N'orr"," Naalu Collective"," Federation of Sol"," Yssaril Tribes","",""
8766,"Nomad, Naaz-Rokha Alliance, Keleres ~ Mentak, Embers of Muaat, Nekro Virus, Yssaril Tribes","Nomad"," Naaz-Rokha Alliance"," Keleres ~ Mentak"," Embers of Muaat"," Nekro Virus"," Yssaril Tribes","",""
8773,"Naaz-Rokha Alliance, Vuil'raith Cabal, Naalu Collective, Ghosts of Creuss, Keleres ~ Argent, Yssaril Tribes","Naaz-Rokha Alliance"," Vuil'raith Cabal"," Naalu Collective"," Ghosts of Creuss"," Keleres ~ Argent"," Yssaril Tribes","",""
8793,"Federation of Sol, Titans of Ul, Keleres ~ Argent, Empyrean, Universities of Jol-Nar, Yssaril Tribes","Federation of Sol"," Titans of Ul"," Keleres ~ Argent"," Empyrean"," Universities of Jol-Nar"," Yssaril Tribes","",""
8814,"Barony of Letnev, Nomad, Titans of Ul, Embers of Muaat, Naalu Collective, Yssaril Tribes","Barony of Letnev"," Nomad"," Titans of Ul"," Embers of Muaat"," Naalu Collective"," Yssaril Tribes","",""
8886,"Argent Flight, Mahact Gene-Sorcerers, Naaz-Rokha Alliance, Mentak Coalition, Arborec, Yssaril Tribes","Argent Flight"," Mahact Gene-Sorcerers"," Naaz-Rokha Alliance"," Mentak Coalition"," Arborec"," Yssaril Tribes","",""
8918,"Mahact Gene-Sorcerers, Universities of Jol-Nar, Ghosts of Creuss, Winnu, Embers of Muaat, Yssaril Tribes","Mahact Gene-Sorcerers"," Universities of Jol-Nar"," Ghosts of Creuss"," Winnu"," Embers of Muaat"," Yssaril Tribes","",""
8953,"Embers of Muaat, Naaz-Rokha Alliance, Ghosts of Creuss, Vuil'raith Cabal, Clan of Saar, Yssaril Tribes","Embers of Muaat"," Naaz-Rokha Alliance"," Ghosts of Creuss"," Vuil'raith Cabal"," Clan of Saar"," Yssaril Tribes","",""
9071,"Federation of Sol, Keleres ~ Mentak, Empyrean, Yin Brotherhood, Emirates of Hacan, Yssaril Tribes","Federation of Sol"," Keleres ~ Mentak"," Empyrean"," Yin Brotherhood"," Emirates of Hacan"," Yssaril Tribes","",""
9108,"Nekro Virus, Barony of Letnev, Titans of Ul, Argent Flight, Nomad, Yssaril Tribes","Nekro Virus"," Barony of Letnev"," Titans of Ul"," Argent Flight"," Nomad"," Yssaril Tribes","",""
9201,"Keleres ~ Mentak, Ghosts of Creuss, Embers of Muaat, Naalu Collective, Arborec, Yssaril Tribes","Keleres ~ Mentak"," Ghosts of Creuss"," Embers of Muaat"," Naalu Collective"," Arborec"," Yssaril Tribes","",""
9208,"Xxcha Kingdom, Embers of Muaat, Nomad, Titans of Ul, Barony of Letnev, Yssaril Tribes","Xxcha Kingdom"," Embers of Muaat"," Nomad"," Titans of Ul"," Barony of Letnev"," Yssaril Tribes","",""
9225,"Embers of Muaat, Winnu, Mentak Coalition, Ghosts of Creuss, Clan of Saar, Yssaril Tribes","Embers of Muaat"," Winnu"," Mentak Coalition"," Ghosts of Creuss"," Clan of Saar"," Yssaril Tribes","",""
9240,"Emirates of Hacan, Empyrean, Embers of Muaat, Winnu, Xxcha Kingdom, Yssaril Tribes","Emirates of Hacan"," Empyrean"," Embers of Muaat"," Winnu"," Xxcha Kingdom"," Yssaril Tribes","",""
9252,"Ghosts of Creuss, Argent Flight, Vuil'raith Cabal, Empyrean, Clan of Saar, Yssaril Tribes","Ghosts of Creuss"," Argent Flight"," Vuil'raith Cabal"," Empyrean"," Clan of Saar"," Yssaril Tribes","",""
9279,"Federation of Sol, Yin Brotherhood, Nomad, Mahact Gene-Sorcerers, Titans of Ul, Yssaril Tribes","Federation of Sol"," Yin Brotherhood"," Nomad"," Mahact Gene-Sorcerers"," Titans of Ul"," Yssaril Tribes","",""
9283,"Empyrean, Naaz-Rokha Alliance, Keleres ~ Xxcha, Titans of Ul, Universities of Jol-Nar, Yssaril Tribes","Empyrean"," Naaz-Rokha Alliance"," Keleres ~ Xxcha"," Titans of Ul"," Universities of Jol-Nar"," Yssaril Tribes","",""
9348,"Yin Brotherhood, Naalu Collective, Titans of Ul, Sardakk N'orr, Mentak Coalition, Yssaril Tribes","Yin Brotherhood"," Naalu Collective"," Titans of Ul"," Sardakk N'orr"," Mentak Coalition"," Yssaril Tribes","",""
9437,"Nekro Virus, Argent Flight, Emirates of Hacan, Mahact Gene-Sorcerers, Keleres ~ Mentak, Yssaril Tribes","Nekro Virus"," Argent Flight"," Emirates of Hacan"," Mahact Gene-Sorcerers"," Keleres ~ Mentak"," Yssaril Tribes","",""
9444,"Barony of Letnev, Naaz-Rokha Alliance, Sardakk N'orr, L1Z1X Mindnet, Arborec, Yssaril Tribes","Barony of Letnev"," Naaz-Rokha Alliance"," Sardakk N'orr"," L1Z1X Mindnet"," Arborec"," Yssaril Tribes","",""
9455,"Titans of Ul, Nomad, Emirates of Hacan, Argent Flight, Xxcha Kingdom, Yssaril Tribes","Titans of Ul"," Nomad"," Emirates of Hacan"," Argent Flight"," Xxcha Kingdom"," Yssaril Tribes","",""
9524,"Naalu Collective, Winnu, Federation of Sol, Xxcha Kingdom, Argent Flight, Yssaril Tribes","Naalu Collective"," Winnu"," Federation of Sol"," Xxcha Kingdom"," Argent Flight"," Yssaril Tribes","",""
9619,"L1Z1X Mindnet, Mahact Gene-Sorcerers, Arborec, Keleres ~ Mentak, Embers of Muaat, Yssaril Tribes","L1Z1X Mindnet"," Mahact Gene-Sorcerers"," Arborec"," Keleres ~ Mentak"," Embers of Muaat"," Yssaril Tribes","",""
9621,"Empyrean, Naaz-Rokha Alliance, Universities of Jol-Nar, Embers of Muaat, Federation of Sol, Yssaril Tribes","Empyrean"," Naaz-Rokha Alliance"," Universities of Jol-Nar"," Embers of Muaat"," Federation of Sol"," Yssaril Tribes","",""
9623,"Naalu Collective, Keleres ~ Mentak, Yin Brotherhood, Nomad, Nekro Virus, Yssaril Tribes","Naalu Collective"," Keleres ~ Mentak"," Yin Brotherhood"," Nomad"," Nekro Virus"," Yssaril Tribes","",""
9669,"Nomad, Clan of Saar, Vuil'raith Cabal, Naalu Collective, Nekro Virus, Yssaril Tribes","Nomad"," Clan of Saar"," Vuil'raith Cabal"," Naalu Collective"," Nekro Virus"," Yssaril Tribes","",""
9696,"Nomad, Barony of Letnev, Naaz-Rokha Alliance, Universities of Jol-Nar, Xxcha Kingdom, Yssaril Tribes","Nomad"," Barony of Letnev"," Naaz-Rokha Alliance"," Universities of Jol-Nar"," Xxcha Kingdom"," Yssaril Tribes","",""
9736,"Ghosts of Creuss, Empyrean, Winnu, Titans of Ul, Emirates of Hacan, Yssaril Tribes","Ghosts of Creuss"," Empyrean"," Winnu"," Titans of Ul"," Emirates of Hacan"," Yssaril Tribes","",""
9741,"Empyrean, Keleres ~ Xxcha, Barony of Letnev, Titans of Ul, Yin Brotherhood, Yssaril Tribes","Empyrean"," Keleres ~ Xxcha"," Barony of Letnev"," Titans of Ul"," Yin Brotherhood"," Yssaril Tribes","",""
9751,"Nomad, Mentak Coalition, Emirates of Hacan, Clan of Saar, L1Z1X Mindnet, Yssaril Tribes","Nomad"," Mentak Coalition"," Emirates of Hacan"," Clan of Saar"," L1Z1X Mindnet"," Yssaril Tribes","",""
9773,"Universities of Jol-Nar, Naalu Collective, Barony of Letnev, Clan of Saar, Keleres ~ Mentak, Yssaril Tribes","Universities of Jol-Nar"," Naalu Collective"," Barony of Letnev"," Clan of Saar"," Keleres ~ Mentak"," Yssaril Tribes","",""
9795,"Xxcha Kingdom, Ghosts of Creuss, Argent Flight, Mentak Coalition, Mahact Gene-Sorcerers, Yssaril Tribes","Xxcha Kingdom"," Ghosts of Creuss"," Argent Flight"," Mentak Coalition"," Mahact Gene-Sorcerers"," Yssaril Tribes","",""
9813,"Mentak Coalition, Nomad, L1Z1X Mindnet, Ghosts of Creuss, Empyrean, Yssaril Tribes","Mentak Coalition"," Nomad"," L1Z1X Mindnet"," Ghosts of Creuss"," Empyrean"," Yssaril Tribes","",""
9865,"Naaz-Rokha Alliance, Titans of Ul, Universities of Jol-Nar, Keleres ~ Mentak, Winnu, Yssaril Tribes","Naaz-Rokha Alliance"," Titans of Ul"," Universities of Jol-Nar"," Keleres ~ Mentak"," Winnu"," Yssaril Tribes","",""
9882,"Winnu, Ghosts of Creuss, Keleres ~ Mentak, Naaz-Rokha Alliance, Empyrean, Yssaril Tribes","Winnu"," Ghosts of Creuss"," Keleres ~ Mentak"," Naaz-Rokha Alliance"," Empyrean"," Yssaril Tribes","",""
9900,"Naaz-Rokha Alliance, Mentak Coalition, Argent Flight, Federation of Sol, Naalu Collective, Yssaril Tribes","Naaz-Rokha Alliance"," Mentak Coalition"," Argent Flight"," Federation of Sol"," Naalu Collective"," Yssaril Tribes","",""
9987,"Argent Flight, Nomad, L1Z1X Mindnet, Ghosts of Creuss, Keleres ~ Mentak, Yssaril Tribes","Argent Flight"," Nomad"," L1Z1X Mindnet"," Ghosts of Creuss"," Keleres ~ Mentak"," Yssaril Tribes","",""
10015,"Naalu Collective, Keleres ~ Mentak, Sardakk N'orr, Xxcha Kingdom, Barony of Letnev, Yssaril Tribes","Naalu Collective"," Keleres ~ Mentak"," Sardakk N'orr"," Xxcha Kingdom"," Barony of Letnev"," Yssaril Tribes","",""
10018,"Xxcha Kingdom, Mentak Coalition, Sardakk N'orr, Clan of Saar, Federation of Sol, Yssaril Tribes","Xxcha Kingdom"," Mentak Coalition"," Sardakk N'orr"," Clan of Saar"," Federation of Sol"," Yssaril Tribes","",""
10082,"Xxcha Kingdom, Emirates of Hacan, Argent Flight, Titans of Ul, Empyrean, Yssaril Tribes","Xxcha Kingdom"," Emirates of Hacan"," Argent Flight"," Titans of Ul"," Empyrean"," Yssaril Tribes","",""
10110,"Federation of Sol, Naaz-Rokha Alliance, Vuil'raith Cabal, Universities of Jol-Nar, Xxcha Kingdom, Yssaril Tribes","Federation of Sol"," Naaz-Rokha Alliance"," Vuil'raith Cabal"," Universities of Jol-Nar"," Xxcha Kingdom"," Yssaril Tribes","",""
10150,"Arborec, Nekro Virus, Mahact Gene-Sorcerers, Ghosts of Creuss, Universities of Jol-Nar, Yssaril Tribes","Arborec"," Nekro Virus"," Mahact Gene-Sorcerers"," Ghosts of Creuss"," Universities of Jol-Nar"," Yssaril Tribes","",""
10162,"Nomad, Ghosts of Creuss, Clan of Saar, Arborec, Naalu Collective, Yssaril Tribes","Nomad"," Ghosts of Creuss"," Clan of Saar"," Arborec"," Naalu Collective"," Yssaril Tribes","",""
10165,"Empyrean, Titans of Ul, Keleres ~ Mentak, Argent Flight, Universities of Jol-Nar, Yssaril Tribes","Empyrean"," Titans of Ul"," Keleres ~ Mentak"," Argent Flight"," Universities of Jol-Nar"," Yssaril Tribes","",""
10169,"Emirates of Hacan, Clan of Saar, Ghosts of Creuss, Argent Flight, Mahact Gene-Sorcerers, Yssaril Tribes","Emirates of Hacan"," Clan of Saar"," Ghosts of Creuss"," Argent Flight"," Mahact Gene-Sorcerers"," Yssaril Tribes","",""
10329,"Naaz-Rokha Alliance, Empyrean, L1Z1X Mindnet, Nomad, Mahact Gene-Sorcerers, Yssaril Tribes","Naaz-Rokha Alliance"," Empyrean"," L1Z1X Mindnet"," Nomad"," Mahact Gene-Sorcerers"," Yssaril Tribes","",""
10345,"Nomad, Ghosts of Creuss, Barony of Letnev, Nekro Virus, Mahact Gene-Sorcerers, Yssaril Tribes","Nomad"," Ghosts of Creuss"," Barony of Letnev"," Nekro Virus"," Mahact Gene-Sorcerers"," Yssaril Tribes","",""
10362,"Titans of Ul, Yin Brotherhood, Mahact Gene-Sorcerers, Universities of Jol-Nar, Barony of Letnev, Yssaril Tribes","Titans of Ul"," Yin Brotherhood"," Mahact Gene-Sorcerers"," Universities of Jol-Nar"," Barony of Letnev"," Yssaril Tribes","",""
10364,"Nomad, Federation of Sol, Sardakk N'orr, Winnu, Naalu Collective, Yssaril Tribes","Nomad"," Federation of Sol"," Sardakk N'orr"," Winnu"," Naalu Collective"," Yssaril Tribes","",""
10367,"Sardakk N'orr, Arborec, Clan of Saar, Embers of Muaat, Mentak Coalition, Yssaril Tribes","Sardakk N'orr"," Arborec"," Clan of Saar"," Embers of Muaat"," Mentak Coalition"," Yssaril Tribes","",""
10370,"Naalu Collective, Naaz-Rokha Alliance, Arborec, Ghosts of Creuss, Titans of Ul, Yssaril Tribes","Naalu Collective"," Naaz-Rokha Alliance"," Arborec"," Ghosts of Creuss"," Titans of Ul"," Yssaril Tribes","",""
10379,"Barony of Letnev, Keleres ~ Mentak, Arborec, Naalu Collective, Federation of Sol, Yssaril Tribes","Barony of Letnev"," Keleres ~ Mentak"," Arborec"," Naalu Collective"," Federation of Sol"," Yssaril Tribes","",""
10391,"Clan of Saar, Arborec, Federation of Sol, Mentak Coalition, Argent Flight, Yssaril Tribes","Clan of Saar"," Arborec"," Federation of Sol"," Mentak Coalition"," Argent Flight"," Yssaril Tribes","",""
10398,"Argent Flight, L1Z1X Mindnet, Nomad, Universities of Jol-Nar, Clan of Saar, Yssaril Tribes","Argent Flight"," L1Z1X Mindnet"," Nomad"," Universities of Jol-Nar"," Clan of Saar"," Yssaril Tribes","",""
10438,"Empyrean, Arborec, Titans of Ul, Vuil'raith Cabal, Mentak Coalition, Yssaril Tribes","Empyrean"," Arborec"," Titans of Ul"," Vuil'raith Cabal"," Mentak Coalition"," Yssaril Tribes","",""
10442,"Winnu, Emirates of Hacan, Naaz-Rokha Alliance, Argent Flight, L1Z1X Mindnet, Yssaril Tribes","Winnu"," Emirates of Hacan"," Naaz-Rokha Alliance"," Argent Flight"," L1Z1X Mindnet"," Yssaril Tribes","",""
10473,"Argent Flight, Mahact Gene-Sorcerers, L1Z1X Mindnet, Empyrean, Embers of Muaat, Yssaril Tribes","Argent Flight"," Mahact Gene-Sorcerers"," L1Z1X Mindnet"," Empyrean"," Embers of Muaat"," Yssaril Tribes","",""
10483,"Keleres ~ Mentak, L1Z1X Mindnet, Embers of Muaat, Naaz-Rokha Alliance, Argent Flight, Yssaril Tribes","Keleres ~ Mentak"," L1Z1X Mindnet"," Embers of Muaat"," Naaz-Rokha Alliance"," Argent Flight"," Yssaril Tribes","",""
10499,"Yin Brotherhood, Winnu, Vuil'raith Cabal, Mahact Gene-Sorcerers, Keleres ~ Mentak, Yssaril Tribes","Yin Brotherhood"," Winnu"," Vuil'raith Cabal"," Mahact Gene-Sorcerers"," Keleres ~ Mentak"," Yssaril Tribes","",""
10500,"Mahact Gene-Sorcerers, Argent Flight, Ghosts of Creuss, Naaz-Rokha Alliance, Nomad, Yssaril Tribes","Mahact Gene-Sorcerers"," Argent Flight"," Ghosts of Creuss"," Naaz-Rokha Alliance"," Nomad"," Yssaril Tribes","",""
10544,"Vuil'raith Cabal, Naaz-Rokha Alliance, Titans of Ul, Naalu Collective, Nekro Virus, Yssaril Tribes","Vuil'raith Cabal"," Naaz-Rokha Alliance"," Titans of Ul"," Naalu Collective"," Nekro Virus"," Yssaril Tribes","",""
10546,"Nomad, Naaz-Rokha Alliance, Vuil'raith Cabal, Arborec, Emirates of Hacan, Yssaril Tribes","Nomad"," Naaz-Rokha Alliance"," Vuil'raith Cabal"," Arborec"," Emirates of Hacan"," Yssaril Tribes","",""
10602,"Xxcha Kingdom, Ghosts of Creuss, Nekro Virus, Vuil'raith Cabal, Winnu, Yssaril Tribes","Xxcha Kingdom"," Ghosts of Creuss"," Nekro Virus"," Vuil'raith Cabal"," Winnu"," Yssaril Tribes","",""
10739,"Universities of Jol-Nar, Barony of Letnev, Nekro Virus, L1Z1X Mindnet, Mahact Gene-Sorcerers, Yssaril Tribes","Universities of Jol-Nar"," Barony of Letnev"," Nekro Virus"," L1Z1X Mindnet"," Mahact Gene-Sorcerers"," Yssaril Tribes","",""
10829,"Federation of Sol, Titans of Ul, Keleres ~ Mentak, Ghosts of Creuss, Nomad, Yssaril Tribes","Federation of Sol"," Titans of Ul"," Keleres ~ Mentak"," Ghosts of Creuss"," Nomad"," Yssaril Tribes","",""
10851,"Winnu, Mentak Coalition, Arborec, Keleres ~ Argent, Federation of Sol, Yssaril Tribes","Winnu"," Mentak Coalition"," Arborec"," Keleres ~ Argent"," Federation of Sol"," Yssaril Tribes","",""
10853,"Vuil'raith Cabal, Mentak Coalition, Naalu Collective, Yin Brotherhood, Federation of Sol, Yssaril Tribes","Vuil'raith Cabal"," Mentak Coalition"," Naalu Collective"," Yin Brotherhood"," Federation of Sol"," Yssaril Tribes","",""
10868,"Barony of Letnev, Emirates of Hacan, Titans of Ul, Keleres ~ Mentak, Empyrean, Yssaril Tribes","Barony of Letnev"," Emirates of Hacan"," Titans of Ul"," Keleres ~ Mentak"," Empyrean"," Yssaril Tribes","",""
10882,"Mahact Gene-Sorcerers, Mentak Coalition, Barony of Letnev, Naaz-Rokha Alliance, Nomad, Yssaril Tribes","Mahact Gene-Sorcerers"," Mentak Coalition"," Barony of Letnev"," Naaz-Rokha Alliance"," Nomad"," Yssaril Tribes","",""
10936,"Mentak Coalition, Naalu Collective, Mahact Gene-Sorcerers, Barony of Letnev, Titans of Ul, Yssaril Tribes","Mentak Coalition"," Naalu Collective"," Mahact Gene-Sorcerers"," Barony of Letnev"," Titans of Ul"," Yssaril Tribes","",""
10948,"Mentak Coalition, Barony of Letnev, Embers of Muaat, Naaz-Rokha Alliance, Naalu Collective, Yssaril Tribes","Mentak Coalition"," Barony of Letnev"," Embers of Muaat"," Naaz-Rokha Alliance"," Naalu Collective"," Yssaril Tribes","",""
10953,"Xxcha Kingdom, Mahact Gene-Sorcerers, Yin Brotherhood, Embers of Muaat, Federation of Sol, Yssaril Tribes","Xxcha Kingdom"," Mahact Gene-Sorcerers"," Yin Brotherhood"," Embers of Muaat"," Federation of Sol"," Yssaril Tribes","",""
10972,"Emirates of Hacan, Yin Brotherhood, Universities of Jol-Nar, Winnu, Sardakk N'orr, Yssaril Tribes","Emirates of Hacan"," Yin Brotherhood"," Universities of Jol-Nar"," Winnu"," Sardakk N'orr"," Yssaril Tribes","",""
10995,"Yin Brotherhood, Argent Flight, Titans of Ul, Vuil'raith Cabal, Naalu Collective, Yssaril Tribes","Yin Brotherhood"," Argent Flight"," Titans of Ul"," Vuil'raith Cabal"," Naalu Collective"," Yssaril Tribes","",""
11008,"Yin Brotherhood, Ghosts of Creuss, L1Z1X Mindnet, Federation of Sol, Argent Flight, Yssaril Tribes","Yin Brotherhood"," Ghosts of Creuss"," L1Z1X Mindnet"," Federation of Sol"," Argent Flight"," Yssaril Tribes","",""
11016,"Naaz-Rokha Alliance, Xxcha Kingdom, Nomad, Keleres ~ Mentak, Yin Brotherhood, Yssaril Tribes","Naaz-Rokha Alliance"," Xxcha Kingdom"," Nomad"," Keleres ~ Mentak"," Yin Brotherhood"," Yssaril Tribes","",""
11139,"Ghosts of Creuss, Yin Brotherhood, Arborec, Argent Flight, Vuil'raith Cabal, Yssaril Tribes","Ghosts of Creuss"," Yin Brotherhood"," Arborec"," Argent Flight"," Vuil'raith Cabal"," Yssaril Tribes","",""
11143,"Clan of Saar, Mentak Coalition, Xxcha Kingdom, Emirates of Hacan, Mahact Gene-Sorcerers, Yssaril Tribes","Clan of Saar"," Mentak Coalition"," Xxcha Kingdom"," Emirates of Hacan"," Mahact Gene-Sorcerers"," Yssaril Tribes","",""
11144,"Universities of Jol-Nar, Xxcha Kingdom, Ghosts of Creuss, Naalu Collective, Nekro Virus, Yssaril Tribes","Universities of Jol-Nar"," Xxcha Kingdom"," Ghosts of Creuss"," Naalu Collective"," Nekro Virus"," Yssaril Tribes","",""
11190,"Federation of Sol, Empyrean, Argent Flight, Emirates of Hacan, Titans of Ul, Yssaril Tribes","Federation of Sol"," Empyrean"," Argent Flight"," Emirates of Hacan"," Titans of Ul"," Yssaril Tribes","",""
11194,"Argent Flight, Xxcha Kingdom, Federation of Sol, Nekro Virus, Universities of Jol-Nar, Yssaril Tribes","Argent Flight"," Xxcha Kingdom"," Federation of Sol"," Nekro Virus"," Universities of Jol-Nar"," Yssaril Tribes","",""
11202,"Yin Brotherhood, Naaz-Rokha Alliance, Sardakk N'orr, Nomad, Xxcha Kingdom, Yssaril Tribes","Yin Brotherhood"," Naaz-Rokha Alliance"," Sardakk N'orr"," Nomad"," Xxcha Kingdom"," Yssaril Tribes","",""
11235,"Emirates of Hacan, Ghosts of Creuss, Mahact Gene-Sorcerers, Argent Flight, Clan of Saar, Yssaril Tribes","Emirates of Hacan"," Ghosts of Creuss"," Mahact Gene-Sorcerers"," Argent Flight"," Clan of Saar"," Yssaril Tribes","",""
11309,"Nekro Virus, Emirates of Hacan, Empyrean, Titans of Ul, Argent Flight, Yssaril Tribes","Nekro Virus"," Emirates of Hacan"," Empyrean"," Titans of Ul"," Argent Flight"," Yssaril Tribes","",""
11333,"Naalu Collective, Keleres ~ Mentak, Clan of Saar, Federation of Sol, Titans of Ul, Yssaril Tribes","Naalu Collective"," Keleres ~ Mentak"," Clan of Saar"," Federation of Sol"," Titans of Ul"," Yssaril Tribes","",""
11355,"Nekro Virus, Embers of Muaat, Nomad, Naaz-Rokha Alliance, Federation of Sol, Yssaril Tribes","Nekro Virus"," Embers of Muaat"," Nomad"," Naaz-Rokha Alliance"," Federation of Sol"," Yssaril Tribes","",""
11367,"Keleres ~ Mentak, Sardakk N'orr, Xxcha Kingdom, Titans of Ul, Mahact Gene-Sorcerers, Yssaril Tribes","Keleres ~ Mentak"," Sardakk N'orr"," Xxcha Kingdom"," Titans of Ul"," Mahact Gene-Sorcerers"," Yssaril Tribes","",""
11380,"Nomad, Ghosts of Creuss, Argent Flight, Arborec, Universities of Jol-Nar, Yssaril Tribes","Nomad"," Ghosts of Creuss"," Argent Flight"," Arborec"," Universities of Jol-Nar"," Yssaril Tribes","",""
11389,"Mahact Gene-Sorcerers, Naalu Collective, Barony of Letnev, Vuil'raith Cabal, Argent Flight, Yssaril Tribes","Mahact Gene-Sorcerers"," Naalu Collective"," Barony of Letnev"," Vuil'raith Cabal"," Argent Flight"," Yssaril Tribes","",""
11417,"Xxcha Kingdom, Naalu Collective, Federation of Sol, Mahact Gene-Sorcerers, Titans of Ul, Yssaril Tribes","Xxcha Kingdom"," Naalu Collective"," Federation of Sol"," Mahact Gene-Sorcerers"," Titans of Ul"," Yssaril Tribes","",""
11434,"Yin Brotherhood, Universities of Jol-Nar, Barony of Letnev, Naaz-Rokha Alliance, Federation of Sol, Yssaril Tribes","Yin Brotherhood"," Universities of Jol-Nar"," Barony of Letnev"," Naaz-Rokha Alliance"," Federation of Sol"," Yssaril Tribes","",""
